Time (ms), Pressure, Temperature
32413, 1022.677001953125, 24.06878662109375
32513, 1022.677001953125, 24.06878662109375
32613, 1022.677001953125, 24.06878662109375
32713, 1022.677001953125, 24.06878662109375
32813, 1022.677001953125, 24.06878662109375
32913, 1022.677001953125, 24.06878662109375
33013, 1022.67529296875, 24.06878662109375
33113, 1022.675537109375, 24.071929931640625
33213, 1022.675537109375, 24.071929931640625
33313, 1022.675537109375, 24.071929931640625
33413, 1022.675537109375, 24.071929931640625
33513, 1022.675537109375, 24.071929931640625
33613, 1022.675537109375, 24.071929931640625
33713, 1022.675537109375, 24.071929931640625
33813, 1022.675537109375, 24.071929931640625
33913, 1022.675537109375, 24.071929931640625
34013, 1022.6748046875, 24.071929931640625
34113, 1022.6748046875, 24.070526123046875
34213, 1022.6748046875, 24.070526123046875
34333, 1022.6748046875, 24.070526123046875
34434, 1022.6748046875, 24.070526123046875
34535, 1022.6748046875, 24.070526123046875
34635, 1022.6748046875, 24.070526123046875
34736, 1022.6748046875, 24.070526123046875
34835, 1022.6748046875, 24.070526123046875
34936, 1022.67333984375, 24.070526123046875
35035, 1022.67236328125, 24.063934326171875
35136, 1022.67236328125, 24.063934326171875
35235, 1022.67236328125, 24.063934326171875
35336, 1022.67236328125, 24.063934326171875
35436, 1022.67236328125, 24.063934326171875
35536, 1022.67236328125, 24.063934326171875
35636, 1022.67236328125, 24.063934326171875
35736, 1022.67236328125, 24.063934326171875
35836, 1022.67236328125, 24.063934326171875
35936, 1022.678466796875, 24.063934326171875
36036, 1022.677490234375, 24.05682373046875
36136, 1022.677490234375, 24.05682373046875
36236, 1022.677490234375, 24.05682373046875
36336, 1022.677490234375, 24.05682373046875
36436, 1022.677490234375, 24.05682373046875
36536, 1022.677490234375, 24.05682373046875
36636, 1022.677490234375, 24.05682373046875
36736, 1022.677490234375, 24.05682373046875
36836, 1022.677490234375, 24.05682373046875
36936, 1022.675537109375, 24.05682373046875
37036, 1022.676513671875, 24.065399169921875
37135, 1022.676513671875, 24.065399169921875
37235, 1022.676513671875, 24.065399169921875
37335, 1022.676513671875, 24.065399169921875
37436, 1022.676513671875, 24.065399169921875
37535, 1022.676513671875, 24.065399169921875
37635, 1022.676513671875, 24.065399169921875
37735, 1022.676513671875, 24.065399169921875
37835, 1022.676513671875, 24.065399169921875
37935, 1022.677490234375, 24.065399169921875
38035, 1022.6787109375, 24.0750732421875
38135, 1022.6787109375, 24.0750732421875
38235, 1022.6787109375, 24.0750732421875
38335, 1022.6787109375, 24.0750732421875
38435, 1022.6787109375, 24.0750732421875
38535, 1022.6787109375, 24.0750732421875
38657, 1022.6787109375, 24.0750732421875
38758, 1022.6787109375, 24.0750732421875
38858, 1022.6787109375, 24.0750732421875
38959, 1022.67626953125, 24.0750732421875
39059, 1022.674072265625, 24.05682373046875
39160, 1022.674072265625, 24.05682373046875
39260, 1022.674072265625, 24.05682373046875
39361, 1022.674072265625, 24.05682373046875
39461, 1022.674072265625, 24.05682373046875
39562, 1022.674072265625, 24.05682373046875
39662, 1022.674072265625, 24.05682373046875
39762, 1022.674072265625, 24.05682373046875
39862, 1022.674072265625, 24.05682373046875
39962, 1022.672119140625, 24.05682373046875
40062, 1022.672119140625, 24.05682373046875
40162, 1022.672119140625, 24.05682373046875
40263, 1022.672119140625, 24.05682373046875
40363, 1022.672119140625, 24.05682373046875
40463, 1022.672119140625, 24.05682373046875
40562, 1022.672119140625, 24.05682373046875
40662, 1022.672119140625, 24.05682373046875
40763, 1022.672119140625, 24.05682373046875
40863, 1022.672119140625, 24.05682373046875
40963, 1022.6708984375, 24.05682373046875
41063, 1022.67236328125, 24.069671630859375
41163, 1022.67236328125, 24.069671630859375
41263, 1022.67236328125, 24.069671630859375
41363, 1022.67236328125, 24.069671630859375
41462, 1022.67236328125, 24.069671630859375
41562, 1022.67236328125, 24.069671630859375
41662, 1022.67236328125, 24.069671630859375
41762, 1022.67236328125, 24.069671630859375
41862, 1022.672119140625, 24.069671630859375
41962, 1022.672119140625, 24.069671630859375
42062, 1022.6708984375, 24.059661865234375
42162, 1022.6708984375, 24.059661865234375
42262, 1022.6708984375, 24.059661865234375
42362, 1022.6708984375, 24.059661865234375
42462, 1022.6708984375, 24.059661865234375
42562, 1022.6708984375, 24.059661865234375
42662, 1022.6708984375, 24.059661865234375
42762, 1022.6708984375, 24.059661865234375
42862, 1022.671142578125, 24.059661865234375
42978, 1022.67138671875, 24.06195068359375
43078, 1022.67138671875, 24.06195068359375
43178, 1022.67138671875, 24.06195068359375
43277, 1022.67138671875, 24.06195068359375
43378, 1022.67138671875, 24.06195068359375
43478, 1022.67138671875, 24.06195068359375
43579, 1022.67138671875, 24.06195068359375
43679, 1022.67138671875, 24.06195068359375
43780, 1022.67138671875, 24.06195068359375
43880, 1022.66796875, 24.06195068359375
43981, 1022.66748046875, 24.05767822265625
44081, 1022.66748046875, 24.05767822265625
44181, 1022.66748046875, 24.05767822265625
44281, 1022.66748046875, 24.05767822265625
44381, 1022.66748046875, 24.05767822265625
44481, 1022.66748046875, 24.05767822265625
44581, 1022.66748046875, 24.05767822265625
44681, 1022.66748046875, 24.05767822265625
44781, 1022.66748046875, 24.05767822265625
44881, 1022.66845703125, 24.05767822265625
44981, 1022.66845703125, 24.057098388671875
45081, 1022.66845703125, 24.057098388671875
45181, 1022.66845703125, 24.057098388671875
45281, 1022.66845703125, 24.057098388671875
45381, 1022.66845703125, 24.057098388671875
45480, 1022.66845703125, 24.057098388671875
45580, 1022.66845703125, 24.057098388671875
45680, 1022.66845703125, 24.057098388671875
45780, 1022.66845703125, 24.057098388671875
45880, 1022.6708984375, 24.057098388671875
45980, 1022.672119140625, 24.065673828125
46080, 1022.672119140625, 24.065673828125
46180, 1022.672119140625, 24.065673828125
46280, 1022.672119140625, 24.065673828125
46380, 1022.672119140625, 24.065673828125
46480, 1022.672119140625, 24.065673828125
46580, 1022.672119140625, 24.065673828125
46680, 1022.672119140625, 24.065673828125
46780, 1022.672119140625, 24.065673828125
46880, 1022.668701171875, 24.065673828125
46980, 1022.66748046875, 24.05682373046875
47080, 1022.66748046875, 24.05682373046875
47210, 1022.66748046875, 24.05682373046875
47311, 1022.66748046875, 24.05682373046875
47411, 1022.66748046875, 24.05682373046875
47511, 1022.66748046875, 24.05682373046875
47611, 1022.66748046875, 24.05682373046875
47711, 1022.66748046875, 24.05682373046875
47810, 1022.67138671875, 24.05682373046875
47911, 1022.671875, 24.05853271484375
48011, 1022.671875, 24.05853271484375
48112, 1022.671875, 24.05853271484375
48212, 1022.671875, 24.05853271484375
48312, 1022.671875, 24.05853271484375
48412, 1022.671875, 24.05853271484375
48512, 1022.671875, 24.05853271484375
48612, 1022.671875, 24.05853271484375
48712, 1022.671875, 24.05853271484375
48812, 1022.669921875, 24.05853271484375
48912, 1022.669921875, 24.059661865234375
49012, 1022.669921875, 24.059661865234375
49112, 1022.669921875, 24.059661865234375
49212, 1022.669921875, 24.059661865234375
49312, 1022.669921875, 24.059661865234375
49412, 1022.669921875, 24.059661865234375
49512, 1022.669921875, 24.059661865234375
49612, 1022.669921875, 24.059661865234375
49712, 1022.669921875, 24.059661865234375
49812, 1022.674072265625, 24.059661865234375
49912, 1022.6748046875, 24.065948486328125
50012, 1022.6748046875, 24.065948486328125
50112, 1022.6748046875, 24.065948486328125
50212, 1022.6748046875, 24.065948486328125
50312, 1022.6748046875, 24.065948486328125
50412, 1022.6748046875, 24.065948486328125
50512, 1022.6748046875, 24.065948486328125
50612, 1022.6748046875, 24.065948486328125
50712, 1022.6748046875, 24.065948486328125
50811, 1022.674072265625, 24.065948486328125
50912, 1022.673583984375, 24.065399169921875
51011, 1022.673583984375, 24.065399169921875
51111, 1022.673583984375, 24.065399169921875
51211, 1022.673583984375, 24.065399169921875
51311, 1022.673583984375, 24.065399169921875
51411, 1022.673583984375, 24.065399169921875
51537, 1022.673583984375, 24.065399169921875
51637, 1022.673583984375, 24.065399169921875
51738, 1022.673583984375, 24.065399169921875
51838, 1022.6708984375, 24.065399169921875
51939, 1022.670654296875, 24.06280517578125
52039, 1022.670654296875, 24.06280517578125
52140, 1022.670654296875, 24.06280517578125
52239, 1022.670654296875, 24.06280517578125
52340, 1022.670654296875, 24.06280517578125
52440, 1022.670654296875, 24.06280517578125
52541, 1022.670654296875, 24.06280517578125
52641, 1022.670654296875, 24.06280517578125
52741, 1022.670654296875, 24.06280517578125
52841, 1022.6689453125, 24.06280517578125
52941, 1022.667724609375, 24.052520751953125
53041, 1022.667724609375, 24.052520751953125
53141, 1022.667724609375, 24.052520751953125
53241, 1022.667724609375, 24.052520751953125
53341, 1022.667724609375, 24.052520751953125
53441, 1022.667724609375, 24.052520751953125
53541, 1022.667724609375, 24.052520751953125
53641, 1022.667724609375, 24.052520751953125
53741, 1022.667724609375, 24.052520751953125
53841, 1022.67236328125, 24.052520751953125
53941, 1022.674072265625, 24.06365966796875
54041, 1022.674072265625, 24.06365966796875
54141, 1022.674072265625, 24.06365966796875
54241, 1022.674072265625, 24.06365966796875
54341, 1022.674072265625, 24.06365966796875
54441, 1022.674072265625, 24.06365966796875
54541, 1022.674072265625, 24.06365966796875
54641, 1022.674072265625, 24.06365966796875
54741, 1022.674560546875, 24.06365966796875
54841, 1022.6748046875, 24.0665283203125
54941, 1022.6748046875, 24.0665283203125
55041, 1022.6748046875, 24.0665283203125
55141, 1022.6748046875, 24.0665283203125
55241, 1022.6748046875, 24.0665283203125
55341, 1022.6748046875, 24.0665283203125
55441, 1022.6748046875, 24.0665283203125
55541, 1022.6748046875, 24.0665283203125
55641, 1022.6748046875, 24.0665283203125
55741, 1022.671875, 24.0665283203125
55872, 1022.672119140625, 24.068511962890625
55972, 1022.672119140625, 24.068511962890625
56072, 1022.672119140625, 24.068511962890625
56173, 1022.672119140625, 24.068511962890625
56272, 1022.672119140625, 24.068511962890625
56373, 1022.672119140625, 24.068511962890625
56473, 1022.672119140625, 24.068511962890625
56572, 1022.672119140625, 24.068511962890625
56672, 1022.672119140625, 24.068511962890625
56772, 1022.672119140625, 24.068511962890625
56873, 1022.671875, 24.065673828125
56973, 1022.671875, 24.065673828125
57073, 1022.671875, 24.065673828125
57173, 1022.671875, 24.065673828125
57273, 1022.671875, 24.065673828125
57373, 1022.671875, 24.065673828125
57473, 1022.671875, 24.065673828125
57573, 1022.671875, 24.065673828125
57673, 1022.671875, 24.065673828125
57773, 1022.6708984375, 24.065673828125
57873, 1022.670166015625, 24.060821533203125
57972, 1022.670166015625, 24.060821533203125
58072, 1022.670166015625, 24.060821533203125
58172, 1022.670166015625, 24.060821533203125
58272, 1022.670166015625, 24.060821533203125
58372, 1022.670166015625, 24.060821533203125
58472, 1022.670166015625, 24.060821533203125
58572, 1022.670166015625, 24.060821533203125
58672, 1022.670166015625, 24.060821533203125
58772, 1022.670166015625, 24.060821533203125
58872, 1022.669921875, 24.059356689453125
58972, 1022.669921875, 24.059356689453125
59072, 1022.669921875, 24.059356689453125
59172, 1022.669921875, 24.059356689453125
59272, 1022.669921875, 24.059356689453125
59372, 1022.669921875, 24.059356689453125
59472, 1022.669921875, 24.059356689453125
59572, 1022.669921875, 24.059356689453125
59672, 1022.669921875, 24.059356689453125
59772, 1022.670166015625, 24.059356689453125
59872, 1022.669677734375, 24.05596923828125
59972, 1022.669677734375, 24.05596923828125
60089, 1022.669677734375, 24.05596923828125
60190, 1022.669677734375, 24.05596923828125
60290, 1022.669677734375, 24.05596923828125
60390, 1022.669677734375, 24.05596923828125
60490, 1022.669677734375, 24.05596923828125
60590, 1022.669677734375, 24.05596923828125
60689, 1022.666748046875, 24.05596923828125
60790, 1022.6669921875, 24.059661865234375
60890, 1022.6669921875, 24.059661865234375
60991, 1022.6669921875, 24.059661865234375
61091, 1022.6669921875, 24.059661865234375
61191, 1022.6669921875, 24.059661865234375
61291, 1022.6669921875, 24.059661865234375
61391, 1022.6669921875, 24.059661865234375
61491, 1022.6669921875, 24.059661865234375
61591, 1022.6669921875, 24.059661865234375
61691, 1022.66650390625, 24.059661865234375
61791, 1022.66748046875, 24.06622314453125
61891, 1022.66748046875, 24.06622314453125
61991, 1022.66748046875, 24.06622314453125
62091, 1022.66748046875, 24.06622314453125
62191, 1022.66748046875, 24.06622314453125
62291, 1022.66748046875, 24.06622314453125
62391, 1022.66748046875, 24.06622314453125
62491, 1022.66748046875, 24.06622314453125
62591, 1022.66748046875, 24.06622314453125
62691, 1022.666748046875, 24.06622314453125
62791, 1022.665283203125, 24.054229736328125
62891, 1022.665283203125, 24.054229736328125
62991, 1022.665283203125, 24.054229736328125
63091, 1022.665283203125, 24.054229736328125
63191, 1022.665283203125, 24.054229736328125
63291, 1022.665283203125, 24.054229736328125
63390, 1022.665283203125, 24.054229736328125
63490, 1022.665283203125, 24.054229736328125
63590, 1022.665283203125, 24.054229736328125
63690, 1022.66650390625, 24.054229736328125
63790, 1022.666748046875, 24.05682373046875
63890, 1022.666748046875, 24.05682373046875
63990, 1022.666748046875, 24.05682373046875
64090, 1022.666748046875, 24.05682373046875
64190, 1022.666748046875, 24.05682373046875
64290, 1022.666748046875, 24.05682373046875
64425, 1022.666748046875, 24.05682373046875
64525, 1022.666748046875, 24.05682373046875
64625, 1022.666748046875, 24.05682373046875
64726, 1022.666748046875, 24.05682373046875
64826, 1022.666748046875, 24.056243896484375
64927, 1022.666748046875, 24.056243896484375
65027, 1022.666748046875, 24.056243896484375
65128, 1022.666748046875, 24.056243896484375
65228, 1022.666748046875, 24.056243896484375
65328, 1022.666748046875, 24.056243896484375
65428, 1022.666748046875, 24.056243896484375
65528, 1022.666748046875, 24.056243896484375
65627, 1022.666748046875, 24.056243896484375
65727, 1022.666748046875, 24.056243896484375
65827, 1022.66748046875, 24.06280517578125
65927, 1022.66748046875, 24.06280517578125
66027, 1022.66748046875, 24.06280517578125
66127, 1022.66748046875, 24.06280517578125
66227, 1022.66748046875, 24.06280517578125
66327, 1022.66748046875, 24.06280517578125
66427, 1022.66748046875, 24.06280517578125
66527, 1022.66748046875, 24.06280517578125
66626, 1022.668701171875, 24.06280517578125
66726, 1022.669189453125, 24.0673828125
66826, 1022.669189453125, 24.0673828125
66926, 1022.669189453125, 24.0673828125
67026, 1022.669189453125, 24.0673828125
67126, 1022.669189453125, 24.0673828125
67226, 1022.669189453125, 24.0673828125
67326, 1022.669189453125, 24.0673828125
67426, 1022.669189453125, 24.0673828125
67526, 1022.669189453125, 24.0673828125
67626, 1022.671875, 24.0673828125
67726, 1022.67236328125, 24.071380615234375
67826, 1022.67236328125, 24.071380615234375
67926, 1022.67236328125, 24.071380615234375
68026, 1022.67236328125, 24.071380615234375
68126, 1022.67236328125, 24.071380615234375
68226, 1022.67236328125, 24.071380615234375
68326, 1022.67236328125, 24.071380615234375
68426, 1022.67236328125, 24.071380615234375
68526, 1022.67236328125, 24.071380615234375
68626, 1022.67236328125, 24.071380615234375
68748, 1022.671142578125, 24.061676025390625
68849, 1022.671142578125, 24.061676025390625
68948, 1022.671142578125, 24.061676025390625
69048, 1022.671142578125, 24.061676025390625
69148, 1022.671142578125, 24.061676025390625
69249, 1022.671142578125, 24.061676025390625
69349, 1022.671142578125, 24.061676025390625
69450, 1022.671142578125, 24.061676025390625
69550, 1022.671142578125, 24.061676025390625
69651, 1022.669921875, 24.061676025390625
69751, 1022.6689453125, 24.055694580078125
69852, 1022.6689453125, 24.055694580078125
69951, 1022.6689453125, 24.055694580078125
70052, 1022.6689453125, 24.055694580078125
70152, 1022.6689453125, 24.055694580078125
70252, 1022.6689453125, 24.055694580078125
70352, 1022.6689453125, 24.055694580078125
70452, 1022.6689453125, 24.055694580078125
70552, 1022.6689453125, 24.055694580078125
70652, 1022.670654296875, 24.055694580078125
70752, 1022.670654296875, 24.055389404296875
70852, 1022.670654296875, 24.055389404296875
70951, 1022.670654296875, 24.055389404296875
71051, 1022.670654296875, 24.055389404296875
71151, 1022.670654296875, 24.055389404296875
71251, 1022.670654296875, 24.055389404296875
71351, 1022.670654296875, 24.055389404296875
71451, 1022.670654296875, 24.055389404296875
71551, 1022.670654296875, 24.055389404296875
71651, 1022.672607421875, 24.055389404296875
71751, 1022.673583984375, 24.062530517578125
71851, 1022.673583984375, 24.062530517578125
71951, 1022.673583984375, 24.062530517578125
72051, 1022.673583984375, 24.062530517578125
72151, 1022.673583984375, 24.062530517578125
72251, 1022.673583984375, 24.062530517578125
72351, 1022.673583984375, 24.062530517578125
72451, 1022.673583984375, 24.062530517578125
72551, 1022.673583984375, 24.062530517578125
72650, 1022.677001953125, 24.062530517578125
72750, 1022.677734375, 24.0673828125
72850, 1022.677734375, 24.0673828125
72967, 1022.677734375, 24.0673828125
73067, 1022.677734375, 24.0673828125
73167, 1022.677734375, 24.0673828125
73268, 1022.677734375, 24.0673828125
73368, 1022.677734375, 24.0673828125
73469, 1022.677734375, 24.0673828125
73570, 1022.67626953125, 24.0673828125
73670, 1022.6748046875, 24.0582275390625
73771, 1022.6748046875, 24.0582275390625
73871, 1022.6748046875, 24.0582275390625
73972, 1022.6748046875, 24.0582275390625
74072, 1022.6748046875, 24.0582275390625
74172, 1022.6748046875, 24.0582275390625
74272, 1022.6748046875, 24.0582275390625
74372, 1022.6748046875, 24.0582275390625
74472, 1022.6748046875, 24.0582275390625
74572, 1022.67529296875, 24.0582275390625
74672, 1022.674560546875, 24.052825927734375
74772, 1022.674560546875, 24.052825927734375
74871, 1022.674560546875, 24.052825927734375
74971, 1022.674560546875, 24.052825927734375
75071, 1022.674560546875, 24.052825927734375
75171, 1022.674560546875, 24.052825927734375
75271, 1022.674560546875, 24.052825927734375
75371, 1022.674560546875, 24.052825927734375
75471, 1022.674560546875, 24.052825927734375
75571, 1022.673583984375, 24.052825927734375
75671, 1022.674072265625, 24.056243896484375
75771, 1022.674072265625, 24.056243896484375
75871, 1022.674072265625, 24.056243896484375
75971, 1022.674072265625, 24.056243896484375
76071, 1022.674072265625, 24.056243896484375
76171, 1022.674072265625, 24.056243896484375
76271, 1022.674072265625, 24.056243896484375
76371, 1022.674072265625, 24.056243896484375
76471, 1022.674072265625, 24.056243896484375
76571, 1022.674072265625, 24.056243896484375
76671, 1022.673583984375, 24.053955078125
76771, 1022.673583984375, 24.053955078125
76871, 1022.673583984375, 24.053955078125
76971, 1022.673583984375, 24.053955078125
77071, 1022.673583984375, 24.053955078125
77171, 1022.673583984375, 24.053955078125
77295, 1022.673583984375, 24.053955078125
77396, 1022.673583984375, 24.053955078125
77496, 1022.673583984375, 24.053955078125
77596, 1022.670166015625, 24.053955078125
77695, 1022.67138671875, 24.064544677734375
77795, 1022.67138671875, 24.064544677734375
77894, 1022.67138671875, 24.064544677734375
77995, 1022.67138671875, 24.064544677734375
78095, 1022.67138671875, 24.064544677734375
78196, 1022.67138671875, 24.064544677734375
78296, 1022.67138671875, 24.064544677734375
78397, 1022.67138671875, 24.064544677734375
78496, 1022.67138671875, 24.064544677734375
78596, 1022.67236328125, 24.064544677734375
78696, 1022.671875, 24.060546875
78797, 1022.671875, 24.060546875
78896, 1022.671875, 24.060546875
78996, 1022.671875, 24.060546875
79096, 1022.671875, 24.060546875
79196, 1022.671875, 24.060546875
79296, 1022.671875, 24.060546875
79396, 1022.671875, 24.060546875
79496, 1022.672119140625, 24.060546875
79596, 1022.67138671875, 24.05596923828125
79696, 1022.67138671875, 24.05596923828125
79796, 1022.67138671875, 24.05596923828125
79896, 1022.67138671875, 24.05596923828125
79996, 1022.67138671875, 24.05596923828125
80096, 1022.67138671875, 24.05596923828125
80196, 1022.67138671875, 24.05596923828125
80296, 1022.67138671875, 24.05596923828125
80396, 1022.67138671875, 24.05596923828125
80496, 1022.680908203125, 24.05596923828125
80596, 1022.680908203125, 24.055084228515625
80696, 1022.680908203125, 24.055084228515625
80796, 1022.680908203125, 24.055084228515625
80896, 1022.680908203125, 24.055084228515625
80996, 1022.680908203125, 24.055084228515625
81096, 1022.680908203125, 24.055084228515625
81196, 1022.680908203125, 24.055084228515625
81296, 1022.680908203125, 24.055084228515625
81396, 1022.680908203125, 24.055084228515625
81496, 1022.681884765625, 24.055084228515625
81627, 1022.681884765625, 24.056243896484375
81728, 1022.681884765625, 24.056243896484375
81829, 1022.681884765625, 24.056243896484375
81929, 1022.681884765625, 24.056243896484375
82030, 1022.681884765625, 24.056243896484375
82129, 1022.681884765625, 24.056243896484375
82230, 1022.681884765625, 24.056243896484375
82330, 1022.681884765625, 24.056243896484375
82431, 1022.681884765625, 24.056243896484375
82531, 1022.669921875, 24.056243896484375
82632, 1022.670166015625, 24.05908203125
82732, 1022.670166015625, 24.05908203125
82832, 1022.670166015625, 24.05908203125
82932, 1022.670166015625, 24.05908203125
83032, 1022.670166015625, 24.05908203125
83132, 1022.670166015625, 24.05908203125
83232, 1022.670166015625, 24.05908203125
83332, 1022.670166015625, 24.05908203125
83432, 1022.670166015625, 24.05908203125
83531, 1022.67529296875, 24.05908203125
83631, 1022.674560546875, 24.054229736328125
83731, 1022.674560546875, 24.054229736328125
83831, 1022.674560546875, 24.054229736328125
83931, 1022.674560546875, 24.054229736328125
84031, 1022.674560546875, 24.054229736328125
84131, 1022.674560546875, 24.054229736328125
84231, 1022.674560546875, 24.054229736328125
84331, 1022.674560546875, 24.054229736328125
84431, 1022.674560546875, 24.054229736328125
84531, 1022.67138671875, 24.054229736328125
84631, 1022.670654296875, 24.0479736328125
84731, 1022.670654296875, 24.0479736328125
