Time,x,y,z
991172,-178.62469782505372,-1.167790980398938,-165.60174319081923
991397,-178.62469782505372,-1.167790980398938,-165.60174319081923
991497,-178.59247441349726,-1.1424666297506518,-165.69285559368478
991596,-178.59247441349726,-1.1424666297506518,-165.69285559368478
991696,-178.68138685735715,-1.1740147229925304,-165.65763083891446
991818,-178.600556744972,-1.205144023123992,-165.67271950582054
991917,-178.66533887723713,-1.2059240468647643,-165.53061968210952
992017,-178.55415498660946,-1.151874620624597,-165.36191980558417
992117,-178.4699354794002,-1.043354226222172,-165.3257346987013
992216,-178.57307979737416,-1.0790278238752276,-165.35388438277718
992316,-178.61408208722645,-1.1232048264654586,-165.34709478556383
992571,-178.65279006681646,-1.2712905428651862,-165.50376400055848
992670,-178.5806085553505,-1.1466099949005886,-165.49608150193018
992770,-178.56657018218758,-1.148217891154683,-165.5101198750931
992870,-178.5332308549541,-1.2222362543844016,-165.56085718543895
992969,-178.75397707767155,-1.2370583562967092,-165.52308606885592
993071,-178.69692085817107,-1.1741224944139603,-165.49523037514365
993169,-178.73510358418008,-1.1411483032282848,-165.48753633498882
993269,-178.61520689834742,-1.0297395942345555,-165.4726217455399
993369,-178.72973085082603,-1.0994558001308465,-165.49406633498543
993468,-178.69329712174107,-1.208630737646904,-165.59369236978853
993665,-178.62022019045327,-1.1893316562222993,-165.615927544099
993820,-178.62558092828468,-1.174884898255042,-165.59400190345244
993922,-178.7380881230646,-1.2307087551304734,-165.62903945599436
994023,-178.61352286430088,-1.2468957055869583,-165.59499697457588
994123,-178.59410232742079,-1.2007706697039096,-165.5382456131513
994222,-178.63748049395264,-1.1530610683605742,-165.53028425707052
994370,-178.662918582456,-1.0786980643683082,-165.5786170352925
994471,-178.52310217261072,-1.0328356076176963,-165.58628194227768
994572,-178.63332238988025,-1.1244114656649784,-165.6011378405326
994671,-178.70145595111725,-1.1083660836016143,-165.63498638972575
994822,-178.66143921088295,-1.1835696775033677,-165.65794687109997
994921,-178.60937107066692,-1.2747666254145786,-165.6587175999492
995119,-178.5404493327872,-1.2277433568747553,-165.60942819343262
995223,-178.5259077139155,-1.335396591394151,-165.60402909978507
995323,-178.61194703449857,-1.1768620365407434,-165.57334658397235
995422,-178.54422357124423,-1.1994306655384204,-165.58126858661305
995523,-178.7486659944282,-1.088710067986974,-165.59961595632495
995624,-178.5903831778565,-1.1786483633196598,-165.64386572312608
995768,-178.71842599773262,-1.127848982094787,-165.59340159292296
995869,-178.60185717252043,-1.2126192995845375,-165.63028207722823
996064,-178.60019255869415,-1.198818121101245,-165.62319116016488
996164,-178.6332836097852,-1.237024493772349,-165.61636085221906
996264,-178.66606503657232,-1.2186320270622695,-165.62967250513915
996417,-178.63244662682888,-1.1174733658571585,-165.6010636231081
996522,-178.63586984742187,-1.1451518926152204,-165.60829937528004
996622,-178.67319389372233,-1.1615906913042657,-165.60811668525065
996722,-178.6252725217112,-1.1181249038483816,-165.62196053143418
996838,-178.64943078913774,-1.1431094269430642,-165.63589921804427
996938,-178.63970836870965,-1.1228672760870513,-165.65745066732012
997118,-178.6515903100853,-1.101043463155296,-165.59374405284905
997265,-178.67503704313566,-1.1192293910601252,-165.59372903286462
997364,-178.6203235719565,-1.1332547359995868,-165.5935545157165
997463,-178.6941732152164,-1.159105531509263,-165.59399656970078
997563,-178.63226839684742,-1.1736320018602058,-165.62255487171691
997766,-178.6544172452933,-1.184369339567876,-165.6649688366896
997872,-178.6682974283086,-1.1826259223595863,-165.6648050885256
997971,-178.6700412246846,-1.1965031508799326,-165.66494817366578
998071,-178.64573340479416,-1.1713638354482556,-165.66490487968665
998170,-178.67499257504767,-1.1815404897764887,-165.68554416644398
998271,-178.64161710058946,-1.137044315024803,-165.6359052699695
998566,-178.65541185814834,-1.135072757843026,-165.6505000723038
998666,-178.7029621541361,-1.1218857816109746,-165.66375967255456
998765,-178.6498180337656,-1.149457241281326,-165.68542570341998
998866,-178.66314515034736,-1.1410663474799212,-165.65743331972743
998965,-178.66601249489167,-1.1622501992865797,-165.62901660927238
999166,-178.6648304572955,-1.1490295119427378,-165.57247903213437
999266,-178.69067621576679,-1.1315025021446918,-165.58589881916453
999366,-178.70262240605925,-1.1718968053261338,-165.61487473171422
999465,-178.7034973713227,-1.1788351490095612,-165.61494429508377
999627,-178.6696135851762,-1.133765893855335,-165.61476960272782
999761,-178.6306950773039,-1.1035971489201928,-165.60091487035422
999898,-178.6052488957425,-1.1276104387359627,-165.62921133467032
999999,-178.630270862355,-1.159378267657035,-165.65103971661793
1000098,-178.6913017466543,-1.1440929132921447,-165.69882926265842
1000199,-178.6566786042508,-1.1485141182043546,-165.69228627390518
1000298,-178.6734936830055,-1.1678769237236637,-165.6645806929214
1000398,-178.66235166642633,-1.1342001488619537,-165.650421131626
1000564,-178.66436362967477,-1.0921357128245057,-165.614336260799
1000665,-178.66794163726098,-1.1199612889357013,-165.60768594859258
1000764,-178.63085258048173,-1.1038978292124462,-165.57922006699883
1000913,-178.6491911697124,-1.080599167446928,-165.5648896225489
1001012,-178.66028721654817,-1.1141937781023565,-165.58599654833995
1001164,-178.6231936193864,-1.154293443844887,-165.57295985947513
1001264,-178.61457898555562,-1.1413697889746905,-165.56595089837873
1001364,-178.67009551293404,-1.1906580028381322,-165.572909425508
1001463,-178.69601769492803,-1.1732025449831522,-165.57938096284425
1001564,-178.67695434262697,-1.1333985282457772,-165.5721769460247
1001665,-178.68204669506844,-1.1747335903508873,-165.59429902072344
1001863,-178.6829338027253,-1.1818239225005578,-165.58655373920797
1001962,-178.63978645393107,-1.1734263666404263,-165.56608035087802
1002113,-178.64161619818466,-1.131068025662845,-165.55168077173764
1002212,-178.6681775919812,-1.1766386204371289,-165.58664567658312
1002312,-178.64216619358325,-1.1435358566374951,-165.67155169868803
1002462,-178.6656816779402,-1.1618100320570888,-165.66458966949088
1002566,-178.6527546190271,-1.1705647901552574,-165.65788366545374
1002666,-178.6857985702999,-1.1525482690418647,-165.64258476587466
1002765,-178.6749445862571,-1.1754671097537337,-165.6082594167482
1002865,-178.65852749908314,-1.1566278704075021,-165.59345029061146
1002964,-178.67678950066986,-1.1331054772425033,-165.59387216597395
1003113,-178.6506243453443,-1.1503397773028925,-165.60821300206652
1003214,-178.67647457257334,-1.1328196059966888,-165.621630590125
1003415,-178.70574577667597,-1.1429900043820374,-165.6422761352607
1003515,-178.6349073400052,-1.1441113683359296,-165.6993926249637
1003616,-178.65659883274898,-1.148441495010015,-165.69922678527354
1003761,-178.6710370594473,-1.1472044409466609,-165.65048598876086
1003865,-178.65292548586467,-1.1708638930646857,-165.6361906649987
1003965,-178.66726282413447,-1.175543799684701,-165.67861377465587
1004065,-178.69871729923008,-1.143643851288789,-165.65710831879244
1004166,-178.71795746224473,-1.1274349975364224,-165.63504012754882
1004265,-178.67225495722894,-1.098271242146216,-165.60739243312761
1004461,-178.68555015235762,-1.1521852445415453,-165.67121791599624
1004662,-178.65453907956217,-1.1281343121594645,-165.6504272404926
1004761,-178.64079265340544,-1.1864879806040318,-165.63650000705118
1004861,-178.6772403873275,-1.1959978949223018,-165.63623235193097
1004960,-178.6355507847193,-1.1448564359529516,-165.6360585070217
1005111,-178.63480895938068,-1.1943735211165225,-165.62971590836187
1005255,-178.63841476169165,-1.1658928911602082,-165.61546012745717
1005356,-178.69024695327747,-1.1873122984978273,-165.635997289636
1005456,-178.5981139831313,-1.184638169491895,-165.65079971781836
1005555,-178.66537890930454,-1.1555276505962782,-165.60812529228318
1005711,-178.6437648444155,-1.1512882492360976,-165.6013535011377
1005910,-178.71481195834335,-1.2126520351213426,-165.6152072063908
1006033,-178.65404399622975,-1.1780200324242391,-165.61544354570353
1006131,-178.66405610218425,-1.2043851646715389,-165.65816254838964
1006231,-178.65267346304148,-1.1704921243046542,-165.664823674732
1006331,-178.63986971246158,-1.1231670533181801,-165.635757873392
1006429,-178.65882225225647,-1.1627541332108824,-165.65773024380715
1006559,-178.6363184421896,-1.157540255733565,-165.7351121699625
1006659,-178.58702796532842,-1.1568267097170486,-165.7217201170518
1006758,-178.65532578772445,-1.1409864381148282,-165.74166663791294
1006909,-178.59846520108673,-1.1345813525070103,-165.69963996161158
1007009,-178.62102629511844,-1.1458506773090247,-165.69955217495635
1007208,-178.679151258065,-1.1595593317092365,-165.70694062421026
1007313,-178.5971183889519,-1.1210853155636529,-165.66478629071182
1007413,-178.62276591416992,-1.1597289186912074,-165.69970159908056
1007512,-178.6202359442473,-1.1389864499925642,-165.69253685380502
1007612,-178.65517491195845,-1.1348544156339961,-165.67131996078115
1007711,-178.66418453120758,-1.1483010189675347,-165.6358125449758
1007859,-178.6271796414226,-1.1321506719663939,-165.60823045571746
1007958,-178.6767107574644,-1.1330340253732494,-165.60081161309452
1008108,-178.62068018179673,-1.195897979323281,-165.65070194128762
1008208,-178.60945710597332,-1.1621521141760756,-165.64346929022568
1008308,-178.6257851268618,-1.180917472948535,-165.66522341606708
1008508,-178.5953284111335,-1.1635122200648156,-165.67226409604413
1008608,-178.6656816779402,-1.1618100320570888,-165.66458966949088
1008708,-178.64668696392383,-1.1783754102121697,-165.65803791444526
1008808,-178.6733805785254,-1.1114238853177112,-165.67086833907638
1008909,-178.68396496910339,-1.1384497244944973,-165.6571959128634
1009008,-178.67019725951977,-1.0839577126017057,-165.6428205117892
1009158,-178.64346807706198,-1.094686460322761,-165.6215054552879
1009257,-178.59981383571176,-1.1419771558978375,-165.6580751944123
1009432,-178.59981383571176,-1.1419771558978375,-165.6580751944123
1009532,-178.58231964733986,-1.172193292867916,-165.67250362122445
1009631,-178.58231964733986,-1.172193292867916,-165.67250362122445
1009806,-178.65197104712408,-1.1638525393008123,-165.64305805703998
1009911,-178.64161710058946,-1.137044315024803,-165.6359052699695
1010011,-178.6373257386456,-1.1024252192281445,-165.62859609996295
1010111,-178.67655329341406,-1.1328910897492352,-165.61469082521853
1010211,-178.64457389574574,-1.1018458871597894,-165.6007604671886
1010311,-178.6790414131172,-1.097252775749151,-165.62119515588097
1010457,-178.5439726837526,-1.1486359577252943,-165.6864771860929
1010556,-178.63337530448067,-1.0740736422331687,-165.67775115981283
1010699,-178.69533593743986,-1.0596498029229218,-165.64230588855756
1010810,-178.721372898603,-1.1551212569417963,-165.64225561947381
1010910,-178.74515294408496,-1.117271445751639,-165.60690174382017
1011009,-178.65060371813107,-1.2066477648663798,-165.61581608225018
1011206,-178.5336847795807,-1.1102780306770221,-165.49608613936292
1011306,-178.624613187612,-1.1056003639121212,-165.5090265805239
1011407,-178.5734285534385,-1.1472593009612142,-165.51697824634402
1011507,-178.6583782364059,-1.1504937128519144,-165.52310462255238
1011607,-178.6861569653146,-1.2032844345329883,-165.53037029302362
1011755,-178.55092661541417,-1.1420149640090171,-165.5943517395195
1011957,-178.5475005861178,-1.1143412349208162,-165.58709525927293
1012056,-178.56655825107202,-1.1541395898027187,-165.5943476172173
1012156,-178.6135424525481,-1.1342813501680782,-165.57975451737423
1012255,-178.68740088953177,-1.2165855096606528,-165.57996620710895
1012355,-178.6109881173951,-1.1698488935368396,-165.58021099958503
1012555,-178.68251475093587,-1.181317933658195,-165.6290684649004
1012703,-178.71820546988567,-1.0713290272210803,-165.6066505535743
1012802,-178.6154568666617,-1.1483077233358316,-165.56602599229657
1012902,-178.5825105877703,-1.110268298409511,-165.5589462136155
1013054,-178.6365847918861,-1.1519425801136063,-165.6222525555247
1013205,-178.64945708488625,-1.0868000971132135,-165.6282951921998
1013303,-178.65192059074172,-1.220006248486291,-165.65847391654427
1013403,-178.58784460332296,-1.1579091543481261,-165.6366960917182
1013502,-178.5933709432563,-1.0871608970438589,-165.60107260572266
1013603,-178.62310535318352,-1.0416045086157992,-165.5646670443332
1013703,-178.72289927240232,-1.1627564032141693,-165.57898926426483
1013904,-178.62825490588907,-1.0773437076363432,-165.48001332472228
1014007,-178.60574849483274,-1.0660423030520239,-165.48097215227102
1014107,-178.64001485960577,-1.1173400057610252,-165.53765541458154
1014208,-178.6544590963108,-1.122227320468767,-165.5653288054935
1014405,-178.65708457659744,-1.0867323346706221,-165.5579476854282
1014504,-178.6736553691887,-1.1680197630946023,-165.65070073495423
1014646,-178.6717905736462,-1.0976904082694423,-165.65684438393006
1014745,-178.59383057817666,-1.1500208246979644,-165.64347891125317
1014843,-178.60243062512095,-1.1627925366154261,-165.65830301629828
1014942,-178.6050880009741,-1.1273039544871857,-165.65090405390998
1015041,-178.6646495336194,-1.1547272569251372,-165.6783979738517
1015203,-178.6499167691087,-1.0873903935875033,-165.57884187150867
1015329,-178.6499167691087,-1.0873903935875033,-165.57884187150867
1015428,-178.62105215907343,-1.0835832199738828,-165.60770648154394
1015606,-178.74314679948304,-1.1595077570029177,-165.63514408493407
1015706,-178.677190889245,-1.1396152769325598,-165.63558190880732
1015806,-178.60866448970395,-1.1552888875379677,-165.63645385584925
1015952,-178.65371753779814,-1.1777299594018826,-165.64320337951318
1016056,-178.62940418157498,-1.1525943212893746,-165.64315262180725
1016156,-178.58561405577674,-1.1434136067924328,-165.68599523596427
1016256,-178.69737869844047,-1.1925153491517364,-165.7071308327377
1016356,-178.67569915220815,-1.1883371183111806,-165.69949645912448
1016551,-178.65100997913817,-1.1566877613328812,-165.65773810324202
1016702,-178.62453535767057,-1.1676422777631381,-165.61562236758647
1016801,-178.63163731138815,-1.1669154657651408,-165.60166200234025
1016902,-178.67677739957352,-1.1894145301557195,-165.60146209221324
1017001,-178.66466311234387,-1.148733579215019,-165.59417423506696
1017101,-178.69909974009298,-1.2004552876493215,-165.62217483395347
1017251,-178.71297963627532,-1.1987066178043502,-165.6220097620751
1017350,-178.6495898819414,-1.143255522731287,-165.62201940979958
1017450,-178.70150604118905,-1.1647492833302777,-165.63562490145537
1017549,-178.6958551954746,-1.1166011353723349,-165.59349575045036
1017650,-178.68038346168066,-1.1047685144673847,-165.5718132794902
1017850,-178.69243113629358,-1.08906639879393,-165.5784575017102
1018054,-178.6898701825502,-1.1244860170125295,-165.58670485238116
1018155,-178.7488916856672,-1.1452257872854017,-165.5863520515184
1018254,-178.70646756535135,-1.1437651826620105,-165.57200202740532
1018374,-178.69617291277592,-1.1170307262707873,-165.55792171251116
1018472,-178.68995574317756,-1.1247055601930784,-165.57194893648617
1018600,-178.64927565385636,-1.1369810966304308,-165.5655535090947
1018699,-178.68405119789801,-1.1326631225714672,-165.55821943815687
1018798,-178.59040643658074,-1.1164047707077218,-165.5520059247898
1018899,-178.72385707176625,-1.1697629724128689,-165.5721179955895
1019049,-178.6774054638387,-1.1961398146318212,-165.62235232412527
1019250,-178.6030903739519,-1.163711944571621,-165.58715651272223
1019375,-178.6030903739519,-1.163711944571621,-165.58715651272223
1019474,-178.65533286847034,-1.1349999877814088,-165.65743992958195
1019574,-178.65533286847034,-1.1349999877814088,-165.65743992958195
1019673,-178.70664222878102,-1.0934688935767933,-165.64258307574022
1019791,-178.74630156122646,-1.1868468827328629,-165.67098625386615
1019899,-178.6646495336194,-1.1547272569251372,-165.6783979738517
1020020,-178.64831387461481,-1.1357989779698343,-165.6644589234375
1020120,-178.64320435694393,-1.1507747986310457,-165.64993248104776
1020372,-178.55210940076967,-1.1551798379126905,-165.65090312854252
1020470,-178.65740420771397,-1.1493195981880726,-165.6220124938308
1020698,-178.64601385821786,-1.1154283413886352,-165.62866616508754
1020798,-178.7517840585306,-1.1161279152379266,-165.63458408384392
1020898,-178.66246255562513,-1.0781134390323468,-165.62807041988452
1020999,-178.7485760043471,-1.1449577708436858,-165.614110466401
1021098,-178.72433397240727,-1.1198974178491437,-165.60713399772055
1021198,-178.73845496872218,-1.1184954909280775,-165.57834405750552
1021298,-178.6114189519771,-1.232560707464284,-165.6304225572348
1021398,-178.74401195755186,-1.2789924429292288,-165.6511999922622
1021550,-178.6184987333321,-1.2881413320623756,-165.62407666027275
1021651,-178.59313389173087,-1.2559212592813125,-165.6378461458038
1021750,-178.6485238100537,-1.1924803825541903,-165.64343075903489
1021850,-178.627476834905,-1.25110080887645,-165.67298687706327
1022047,-178.6226248327954,-1.1536165885979812,-165.62935295689923
1022193,-178.54123158832363,-1.2344380533142296,-165.624261631274
1022292,-178.6656277560709,-1.1558956739174584,-165.57949058948233
1022392,-178.64162451974116,-1.1873753692034736,-165.55928752830968
1022492,-178.68676631444325,-1.1535475432210145,-165.5514927005897
1022646,-178.66466311234387,-1.148733579215019,-165.59417423506696
1022872,-178.66466311234387,-1.148733579215019,-165.59417423506696
1022972,-178.74177894589332,-1.2022816204643254,-165.6078681945526
1023072,-178.74177894589332,-1.2022816204643254,-165.6078681945526
1023171,-178.60505420073204,-1.1837656147598903,-165.6507173337338
1023290,-178.5763332493077,-1.1800803264036874,-165.66572273166577
1023446,-178.70346178803408,-1.1848584146199717,-165.69916914167985
1023545,-178.65790471957422,-1.2121236935708233,-165.6652578945511
1023645,-178.6972688837923,-1.1865086194785548,-165.62897535912117
