Time (ms), Acc_x, Acc_y, Acc_z, Gyro_x, Gyro_y, Gyro_z, Mag_x, Mag_y, Mag_z, Lin_acc_x, Lin_acc_y, Lin_acc_z, Geo_mag_i, Geo_mag_j, Geo_mag_k, Geo_mag_w, Rot_vec_i, Rot_vec_j, Rot_vec_k, Rot_vec_w, Pressure, Temperature
977633, -0.38671875, -0.734375, -9.8125, -0.029296875, 0.013671875, 0.04296875, -58.0, 223.3125, 40.4375, -0.54296875, -0.53125, -0.0546875, 0.5009765625, -3.968017578125, 0.0517578125, 0.037109375, 0.453125, -0.891357421875, 0.01263427734375, 0.00299072265625, 983.733154296875, 14.224578857421875
977833, 0.1875, 0.4140625, -9.8125, 0.013671875, 0.00390625, -0.005859375, -59.125, 225.9375, 39.875, 0.5234375, -0.30859375, 0.10546875, 0.502685546875, -3.9677734375, 0.0546875, 0.03564453125, 0.45330810546875, -0.8912353515625, 0.0125732421875, 0.00286865234375, 983.789794921875, 14.21630859375
977956, -0.1171875, -0.50390625, -9.69921875, -0.01171875, 0.00390625, 0.017578125, -58.625, 225.5, 43.5, 0.3984375, -0.1171875, -0.0546875, 0.503173828125, -3.9677734375, 0.048828125, 0.0341796875, 0.45330810546875, -0.89129638671875, 0.01263427734375, 0.00299072265625, 983.789794921875, 14.21630859375
978128, 0.5703125, -0.3125, -9.8125, -0.02734375, -0.021484375, 0.01171875, -59.125, 224.5, 40.0625, -0.015625, 0.50390625, 0.01953125, 0.5029296875, -3.9677734375, 0.046875, 0.03662109375, 0.4532470703125, -0.89129638671875, 0.012451171875, 0.0029296875, 983.789794921875, 14.21630859375
978227, 0.6875, -0.4296875, -9.8125, -0.00390625, -0.009765625, -0.001953125, -58.6875, 223.875, 42.25, -0.40625, 0.609375, 0.05859375, 0.505126953125, -3.967529296875, 0.04833984375, 0.03466796875, 0.45318603515625, -0.89129638671875, 0.0125732421875, 0.0030517578125, 983.789794921875, 14.21630859375
978327, -0.30859375, -0.12109375, -9.73828125, 0.0078125, 0.01953125, 0.009765625, -58.375, 226.0625, 40.5625, -0.48046875, 0.07421875, 0.01953125, 0.505126953125, -3.967529296875, 0.046875, 0.03271484375, 0.4532470703125, -0.89129638671875, 0.01275634765625, 0.00311279296875, 983.789794921875, 14.21630859375
978426, 0.45703125, -0.50390625, -9.69921875, -0.009765625, -0.013671875, 0.013671875, -58.6875, 223.8125, 41.5, 0.28515625, -0.08203125, 0.05859375, 0.50390625, -3.9677734375, 0.04736328125, 0.032958984375, 0.4532470703125, -0.89129638671875, 0.01263427734375, 0.00311279296875, 983.789794921875, 14.21630859375
978583, -0.34765625, -0.0078125, -9.77734375, 0.0, 0.005859375, 0.0078125, -57.1875, 225.5, 43.5, -0.52734375, 0.1953125, -0.01953125, 0.50146484375, -3.968017578125, 0.05078125, 0.034423828125, 0.4532470703125, -0.89129638671875, 0.01263427734375, 0.00311279296875, 983.789794921875, 14.21630859375
978681, 0.41796875, -0.50390625, -9.77734375, 0.0, 0.005859375, 0.0078125, -60.125, 225.0, 41.5625, 0.23828125, -0.30859375, -0.01953125, 0.502685546875, -3.9677734375, 0.052001953125, 0.03173828125, 0.45318603515625, -0.89129638671875, 0.0126953125, 0.0032958984375, 983.789794921875, 14.21630859375
978781, -0.15625, -0.3515625, -9.8515625, -0.00390625, 0.013671875, 0.01171875, -59.0625, 225.625, 40.9375, 0.0234375, -0.4921875, 0.00390625, 0.503173828125, -3.9677734375, 0.051025390625, 0.031494140625, 0.45355224609375, -0.89111328125, 0.012939453125, 0.0030517578125, 983.7880859375, 14.21630859375
978880, 0.07421875, -0.3515625, -9.73828125, -0.005859375, 0.0078125, -0.00390625, -58.6875, 225.75, 42.75, 0.078125, 0.3359375, -0.02734375, 0.503662109375, -3.9677734375, 0.0517578125, 0.030517578125, 0.4532470703125, -0.89129638671875, 0.01318359375, 0.0029296875, 983.790283203125, 14.231475830078125
978980, 0.1484375, -0.390625, -9.77734375, -0.009765625, 0.005859375, 0.009765625, -58.3125, 225.4375, 42.6875, -0.0625, -0.1796875, 0.01953125, 0.502197265625, -3.968017578125, 0.05078125, 0.03173828125, 0.4534912109375, -0.89117431640625, 0.0135498046875, 0.00262451171875, 983.790283203125, 14.231475830078125
979131, -0.00390625, -0.50390625, -9.69921875, -0.005859375, 0.005859375, -0.001953125, -58.6875, 225.375, 41.625, -0.0859375, 0.11328125, 0.01953125, 0.50244140625, -3.9677734375, 0.054443359375, 0.03173828125, 0.453369140625, -0.89117431640625, 0.01416015625, 0.0028076171875, 983.790283203125, 14.231475830078125
979316, 0.49609375, -0.27734375, -9.8125, 0.0, -0.01171875, -0.001953125, -57.9375, 225.4375, 43.0625, 0.30078125, -0.05078125, -0.0546875, 0.501708984375, -3.968017578125, 0.0517578125, 0.03515625, 0.453369140625, -0.8912353515625, 0.01416015625, 0.00274658203125, 983.790283203125, 14.231475830078125
